Cuno,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,P32,P33,P34,P35,P36,P37,Total
1121580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1121670,0,0,9012,9012,9012,9012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1710,0,0,0,37758
1122010,0,0,0,0,0,0,0,0,0,0,0,0,0,702,0,0,18964.4,17992,0,0,0,923.4,0,10646.1,9922.5,7756,28451,26966,0,0,0,0,0,0,9800,30100,2080,164303.4
1122220,0,0,0,0,0,1695,4300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,80,0,0,0,6275
1123090,0,0,0,0,140,0,0,460,0,430,0,0,0,0,0,0,0,0,0,0,0,870.72,0,0,0,0,0,0,0,0,0,2831.78,1150,1248,0,0,0,7130.5
1123220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1123320,0,0,0,0,0,770,0,0,0,0,0,0,0,0,0,0,0,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,945
1123710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0,0,0,0,240
1123730,0,0,0,0,0,0,0,4495.5,15034.2,7222.2,17165.4,12318.9,52958.31,125940.7,89521.9,44456.7,11169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380282.81
1123930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,675,0,0,0,0,0,0,0,0,0,675
1124400,0,0,0,0,0,0,0,0,0,0,0,0,2530,3595,3595,3595,6030,1160,6030,1160,1160,1160,2320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32335
1124640,0,0,4060,4060,4060,6139,8920,10630,10135.2,19846.4,14185.2,4060,5875,7985,3125,3920,4745,7205,6095,10973,14202.5,14946.5,15068,12305,3195,3195,3195,3195,3195,6515,10230,11715,13065,15565,17652.5,3195,3195,289648.3
1124770,0,0,0,0,0,0,0,0,0,2700,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000
1125240,0,0,0,0,0,0,0,1090,0,0,0,0,0,0,0,0,0,0,0,1269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2359
1125710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340,0,0,0,0,0,0,320,0,0,0,0,0,0,0,320,0,0,87067,88047
1126230,42517,16112.4,16407.2,9532,10672,57285,51156,40019.75,115044,108519.25,50539.9,99521.8,58252,52737,18839.5,8980.73,-10946.2,15845,51502.9,49084.2,95995.2,132370.6,48209.2,45337,23447,17300,0,2449.3,25065.7,24127,-4223,39674.5,72560.5,41587.5,24667,0,0,1450188.93
1126280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1126570,0,0,0,3450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5790.63,0,0,9240.63
1126700,0,0,1176,0,1025,825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4747.25,8500,0,200,0,1498.5,0,1036,0,0,0,0,19007.75
1126730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395,0,0,0,0,0,0,0,395
1126890,0,0,0,0,218.4,273,0,0,0,0,2468,3188,4169,2435,1618.12,5474,4830,6110.75,0,-296.65,1023.4,862.1,0,2220.55,3413.74,733.5,1898,1160.25,0,0,6752.5,800,0,0,2065.5,0,781.25,52198.41
1126930,14232.1,16135,24879,18668.5,13283.75,2372,765,0,0,0,0,1845,5854.5,3940.25,8969.75,6821.25,1345.5,6029.25,2386.5,513,0,2910.24,3861,3215.9,2700,12453.26,5768.3,5704.4,1799.1,2286,432.5,486,486,3812,922.5,0,0,174877.55
1127040,3653.5,2915.5,2468.5,0,690,0,0,0,0,0,292.5,-640,1582,1770,624,2810.25,1817.5,621,345,0,3295,6570.8,0,1695,1025,345,0,0,2000,0,0,0,0,0,0,0,0,33880.55
1127190,0,2280,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2565
1127560,0,0,0,0,0,0,0,0,0,0,0,0,0,2983,1795.5,6425,0,0,0,0,0,0,0,0,0,0,0,0,2675,0,0,0,0,0,0,0,0,13878.5
1127650,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,18450,0,0,0,0,0,0,16605,8505,0,0,0,0,0,0,0,0,0,0,0,0,0,44460
1127690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3590,0,16390
1127830,0,0,0,0,0,1377,130.84,2958.5,2392.4,0,2000,4375,4167,4617,4167,1531,2803,2803,2803,2803,3053,3279,476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45735.74
1128090,0,0,0,0,225,0,-774,2079,0,0,0,0,0,0,2700,1001,13019.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18250.87
1128220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1128330,0,0,0,0,0,0,-1080,5627.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4547.5
1128780,0,3312,0,0,0,0,0,0,0,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5317
1128900,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140
1128970,0,0,0,0,0,0,0,615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3165.5,3780.5
1129070,1500,0,0,0,1135,0,0,0,0,0,4300,1600,0,244,1775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10554
1129210,0,0,0,0,0,0,0,0,0,0,1130,0,0,0,0,625,0,0,125,0,0,750,0,0,212.5,0,0,828.13,0,0,0,0,0,750,0,0,0,4420.63
1129310,0,687.5,0,0,0,0,0,360,0,0,0,0,0,0,8723.25,-12487.13,18041.05,6792.45,24919.35,28377.55,16782.2,25119.45,18782.25,25497.25,3690,-75135,39917,56359.75,26354,16671.5,18586.5,7295.3,18172,24672.86,-16043.5,16135,20428.9,318699.48
1129520,39895,25454.2,13318.7,12316.5,12678,21302.63,24210.2,17476.2,19831.8,7957,7199.75,4960,1400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207999.98
1129650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1876.5,3567,-347,78,2907.5,2065.5,10147.5
1129710,2500,1725,0,0,0,0,0,0,0,109,0,3258.75,7095,14602.5,4083.75,11468.75,7342.5,7507.5,6476.25,7507.5,7961.25,8827.5,15829.89,14938.89,15145.14,32245.52,17574.76,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,256199.45
1129810,9571.34,7000,7000,7000,7000,7000,7000,7000,7000,0,0,0,0,0,0,0,0,1300,1300,1300,0,0,0,0,0,0,0,0,0,0,1300,1300,0,0,0,0,0,72071.34
1129820,0,0,0,0,1610,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3850
1129830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1650,0,0,0,1650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3300
1129950,0,0,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1238
1130090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1095
1130140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700
1130360,0,0,0,0,0,5760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5280,14800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25840
1130370,0,0,0,0,0,0,810,0,14440.95,0,558.35,481.95,0,0,758.81,0,5784.57,2371.5,1695.75,959.65,4863.7,0,5471.85,4067.25,5642.48,3391.5,0,760.75,4483.75,430.95,0,0,2340.05,0,4598.9,16172.55,2048.5,82133.76
1130400,17825.75,3711.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,445.25,320,0,0,0,0,22302.9
1130470,0,0,0,0,0,0,640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5692,1603,1450,0,0,0,0,0,0,9385
1130930,413,0,0,0,0,0,0,0,0,0,0,0,0,350,224.25,207,0,0,0,0,0,0,0,0,0,0,2960,1705,0,0,0,0,0,0,0,0,0,5859.25
1130950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513,100,0,0,0,240,142.5,0,0,995.5
1131210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395,395,395,395,1525,3790,3790,3305,10050,4650,7350,4650,4650,0,0,0,45340
1131240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275.5,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407.5
1131420,0,0,0,0,0,0,0,0,0,280,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,570
1131520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1700,18180.55,14925,10001.7,12425,14970,12697.5,17498,24846.65,6808,0,0,0,0,0,0,134052.4
1131540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1423,0,0,0,0,2335,4110,0,3750,0,3750,15368
1132200,3250,3700,1200,2400,0,1200,0,0,2400,0,1200,1200,2400,2400,1200,2400,1200,0,1300,950,950,950,950,950,2150,2335,4315,950,1900,0,0,0,0,0,0,0,5510,49360
1132240,13670,4050,0,0,0,0,0,0,0,0,1040,2785,7215,7405,0,0,0,0,0,0,0,0,0,4920,5870,6325,1690,0,0,0,0,0,0,0,3700,5200,5200,69070
1132250,5200,6700,5200,5200,5200,5200,5200,5200,10400,3700,5200,4820,4820,1820,635,1750,3797.5,2625,3915,1750,1750,1750,1750,1750,0,0,0,0,0,0,0,0,0,0,0,2475,2750,100557.5
1132260,0,0,0,0,0,0,0,0,0,550,1375,1375,0,0,0,0,0,0,0,0,0,495,1350,1350,0,0,0,0,0,0,0,0,0,6785,6785,13570,0,33635
1132270,0,0,0,0,0,0,0,0,2085,10485,6285,0,0,0,0,0,0,0,0,0,3270,4320,4905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31350
1132280,0,0,0,0,0,0,0,0,0,0,0,3000,1500,1500,1500,1500,1500,1500,1500,2693,2135,1500,3000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,24328
1132285,282,0,0,0,0,0,0,2300,1150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3732
1132510,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205
1132580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427.5,0,0,0,0,0,0,0,11736.9,571.5,529,14794.75,172.58,0,0,0,0,0,0,0,0,0,0,28232.23
1132710,0,0,0,0,3186,5431.5,6070.5,5305.5,9759,5767.25,8789.05,265,0,1365,0,0,0,0,0,0,0,0,380,0,0,0,0,0,5990,5990,0,0,6850,2650.5,0,0,0,67799.3
1133240,0,0,7713,9436,1707,0,0,0,0,0,0,1314,0,0,0,8022.2,2500,0,0,2490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33182.2
1133470,0,0,0,0,0,0,0,0,0,0,0,0,10000,10000,0,0,477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20477
1133510,3631.5,0,0,0,3142.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8055,8055,0,0,0,0,1150,0,0,0,0,0,0,0,0,8460,0,0,32493.75
1133610,0,32400,33850,0,0,0,0,0,0,0,0,5250,0,0,0,3850,0,0,364.5,0,0,0,0,2394,5832,5832,6480,6480,6480,6480,12960,0,2394,0,0,0,0,131046.5
1133710,0,0,8843.63,1044,0,0,2292.4,9332.4,3651.4,3836.4,5831.9,2800,6800,2800,5600,0,0,0,0,0,0,0,0,0,0,8465,18088.13,1350,0,0,0,0,0,0,0,0,0,80735.26
1133730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,900
1133930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1205,0,0,0,0,0,0,0,0,2160,0,0,0,0,0,3365
1134270,0,0,0,0,0,0,0,-3125,0,3125,3125,0,0,288,1204,288,3835.5,373.5,352.75,532.5,1021.5,2621,1323,3166.5,1210.5,1765,549,373.5,0,1818,786.5,355.5,2006.5,1929.5,1089,1624.5,355.5,31994.25
1134340,0,621,1624.5,711,265.5,0,0,1441.8,1368,3429.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,9961.05
1134550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1134560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1134760,0,0,0,0,0,0,100,0,0,0,4300,13725,2150,2150,0,2150,2150,2150,2150,2150,2150,2150,4300,2361.25,2150,2150,2150,2150,10650,20250,2150,10450,10450,2150,4300,2150,2150,117436.25
1135050,19570,2575,2150,2150,2150,20270,2150,2150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,53565
1135100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1135140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,0,560,5150,5150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10996
1135230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,4700,0,0,0,0,0,4325,1350,0,0,0,0,0,0,0,0,10875
1135250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2720
1135470,0,0,0,275,275,275,275,275,275,275,400,275,275,425,275,275,275,425,575,875,1450,0,1135,1010,1010,1610,1010,1010,1010,1010,1295,1010,1135,885,1135,1010,1010,23735
1135580,1010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,0,0,0,0,0,0,0,0,1258
1135590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13020,0,0,0,0,0,0,0,0,0,0,0,1140,0,0,0,0,0,0,0,0,3568.5,13068,30796.5
1135680,-814.5,6508,4461.25,0,0,0,0,97.5,0,0,1819,1215,1463.4,0,0,-3533.5,13492,0,2772,5809.5,2269.5,1118,0,0,0,0,0,0,0,0,0,0,1517.25,0,637.5,0,0,38831.9
1136110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,40
1136190,0,0,0,0,0,0,0,0,0,0,0,0,0,-525,2700,0,3475,3650,3650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1755,1755,16460
1136380,1755,0,0,0,0,1350,0,2700,590,1585,1350,1350,6100,1350,1350,1350,1350,3123.5,0,6337.5,1350,10197.5,9975,4987.5,1350,1350,1350,1350,0,0,414.9,263.5,6445,0,0,0,0,70674.4
1136420,0,0,660,1985,1985,1985,1985,0,0,0,0,0,0,0,0,0,3700,1850,1850,0,0,0,100,0,0,1395,3700,1850,1850,1850,1850,1850,0,0,0,0,0,30445
1136430,0,0,0,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,700,700,700,700,700,0,0,0,0,0,0,4545
1136560,0,0,0,0,0,0,0,345,0,0,0,2421,40020.8,31294.3,29229.5,39393.8,30955.8,8347.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182007.7
1136620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2400
1137030,0,0,7640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7640
1137110,0,0,0,0,0,0,0,437.49,437.49,437.49,437.49,874.98,0,874.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3499.92
1137150,-295,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,50,100,0,50,50,100,550
1137220,50,50,50,50,50,50,50,50,50,100,50,50,50,50,50,50,50,50,50,50,100,50,50,50,50,0,0,0,0,0,0,0,0,0,0,0,0,1350
1137520,0,0,0,0,0,0,0,0,130,130,130,130,130,130,130,130,130,260,130,130,130,130,130,130,0,0,0,0,0,0,0,0,0,0,0,1690,0,3900
1137530,0,0,0,0,0,0,0,0,1130,320,0,1980,0,0,0,0,0,0,0,0,0,1447.17,0,0,0,0,0,0,1310,1086,0,0,0,0,-1950,0,1950,7273.17
1137850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,505,0,2858,0,0,441,0,0,0,0,0,3804
1137870,711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3535,0,0,0,0,0,0,1500,2109,1681,0,0,0,0,0,0,9536
1137990,395,0,0,0,0,0,0,5138.5,5225,340,0,0,0,0,0,0,0,295,0,1456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12849.5
1138070,0,0,0,0,5686,11372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17058
1138080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10
1138090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1021.5,0,0,1021.5
1138230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,652.5,0,0,0,0,415,0,415,0,0,0,0,0,0,0,920,0,0,0,2402.5
1138270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267.5,0,0,0,0,0,0,0,0,0,855,1122.5
1138480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3765,1225,0,0,282.75,1927.44,1350,191.75,0,675,0,827.3,4392,2000,1328.8,1391.45,5525,0,471.75,0,0,3995,29348.24
1138650,637.5,0,6659.75,943.5,233.75,0,0,212.5,633,589.69,148.75,0,0,0,0,2600,0,0,0,3350,0,3750,1348.75,0,375,0,235,0,0,0,1139.63,0,0,0,0,0,0,22856.82
1138680,0,1995,0,480,0,0,4500,4500,4500,4500,0,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.5,0,0,0,0,0,0,0,23122.5
1138700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3989.32,18699.96,25054.8,24495.36,25614.24,13086.84,0,0,0,3496.5,31468.5,111888,55944,313737.52
1138760,0,0,0,0,0,0,0,0,74997.92,0,55813.92,0,0,0,0,0,2541.5,0,4071.94,0,0,0,0,0,652.5,0,0,0,0,0,0,0,0,0,0,0,0,138077.78
1139010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1139190,0,0,0,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000
1139200,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,1030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1430
1139210,0,0,0,0,0,0,0,550,550,400,700,1000,500,500,500,500,500,500,500,500,500,500,500,500,1000,500,500,0,740,0,0,350,0,0,0,0,1600,13890
1139230,1200,1200,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,275,0,0,0,0,0,0,0,0,0,0,0,275,0,0,0,0,0,0,0,3116
1139460,0,0,0,175,0,635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810
1139620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420
1139740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1139800,0,0,0,0,0,0,0,0,-2425,0,2425,11065,19030,8320,0,0,0,0,0,0,0,0,2425,9365,13972,3470,0,0,0,0,0,0,0,0,2085,2085,14105,85922
1140000,0,0,0,0,0,0,0,0,-4672.5,0,0,0,5972.5,4264.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,844.2,0,6408.7
1140240,0,0,0,0,0,0,0,0,0,0,1689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2678.4,0,0,0,4367.4
1140480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1000,98238.98,1879.98,0,0,0,99118.96
1140580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,725,725
1140700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1140780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1350,1350,0,0,0,0,0,0,0,0,0,0,1845,1350,0,0,0,0,0,0,0,5895
1140790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1016,1080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-335,1106,0,2867
1140950,295,8118,1900,6218,6513,0,0,0,0,0,0,0,235,1080,2860,2860,0,0,0,0,0,0,0,0,0,1810,3960,4095,80,0,0,0,0,0,0,0,0,40024
1141100,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170
1141230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149.5
1141250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2699,0,0,0,0,0,0,0,0,0,0,0,0,0,2699
1141400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,760
1141490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455,0,0,455
1141590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1141670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1141750,0,0,0,0,0,4800,9600,9600,49349,11662,8662,8662,8662,19417.07,8899.5,14408,16470,15508,20308,6600,6600,10318.59,0,0,0,0,0,0,0,0,0,0,0,2500,0,0,0,232026.16
1141970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3087
1142060,0,0,0,0,0,0,0,0,0,787.6,0,0,805.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1593.1
1142070,0,0,467.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,467.5
1142250,0,0,0,0,0,0,0,0,0,0,2075,1142,5265,0,0,0,0,0,0,5525,666,7935.86,5036,4019,7586,3420,4271.2,3353,7646.76,3915,967,1715.45,0,0,0,0,0,64538.27
1142360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380
1142460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.5,0,0,0,0,0,0,0,0,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,1823.5
1142570,0,0,0,0,0,0,0,1370,0,0,685,685,0,875,875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,0,4715
1142600,0,0,0,0,0,0,0,0,0,0,0,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3643.83,0,3643.83,7512.66
1142830,3643.83,3643.83,3643.83,3643.83,3643.83,7287.66,3643.83,-2500,5000,2500,2500,5000,2500,0,0,0,444,484,0,0,0,0,250,491,0,0,0,0,0,0,0,0,0,340.9,468,1405,0,48033.54
1143050,0,0,0,380.5,0,0,0,0,252,418.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3490,3490,3490,3490,3490,4385,5285,1695,29866
1143080,3490,3490,3490,3490,3490,3490,3490,3490,3490,3490,3490,0,1730,1150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285,0,0,330,-6300,2000,2000,2000,41585
1143090,0,0,0,0,0,975,2551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3526
1143200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,0,0,0,0,0,0,0,450
