Cuno,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,P32,P33,P34,P35,P36,P37,Total
1063530,10190,3655,4840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-531,531,0,0,0,0,0,0,0,0,0,18685
1063650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1064100,2970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,0,0,13970
1064250,0,0,0,0,0,0,0,0,0,625,406.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1031.25
1065050,0,0,3150,0,0,0,7022,1925,0,1382.5,1225,0,0,5755,2670,3530,3635,3635,6360,3651,4026,4601,13671,9005,880,0,380,0,0,375,0,0,1887.64,0,-1470,3850,4690,85836.14
1065500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1065580,0,0,0,301.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301.5
1065690,0,0,0,0,0,0,0,0,0,0,0,0,610,0,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340,1225
1065790,0,280,0,0,0,6397,3661,3661,3661,4948,340,596,895,164.5,702,0,550,2848.2,0,-1185,2553,0,0,15309,255.75,816.5,850,135.9,1462,967.5,712,227,1084,540,0,0,0,52431.35
1066220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,500
1066310,0,0,0,2240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,711,0,0,2430,0,760.5,0,0,0,1350,1350,0,0,0,8841.5
1066550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1066680,0,0,0,0,0,0,0,0,1445,0,0,0,0,895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344,3380,0,0,852,832,0,7748
1066700,3551,2829.13,1396,0,1381.25,6975.63,450.5,2401.15,250.75,0,0,3561.5,875.25,5912.5,0,0,544,0,0,0,0,0,0,-96.9,390.15,1472,4808,0,0,0,0,0,0,0,0,580,0,37281.91
1067560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262.5,262.5
1068450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1068800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1715,0,0,0,0,0,0,0,0,1125,0,7850,0,0,0,0,0,0,0,0,0,10690
1068960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2700,1350,1350,1350,1350,1350,1350,2500,1350,1350,1350,17350
1069680,0,0,0,0,0,0,0,0,0,0,0,0,0,1175,2350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2145,0,5670
1069710,0,6111,3195,810,0,0,3651,3651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17418
1070010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,562.5,0,0,0,0,0,0,0,0,0,0,0,0,0,562.5
1070230,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95
1070340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,554,0,0,0,0,0,0,0,0,0,0,0,230,0,0,0,0,0,0,784
1070760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1070820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5,0,3675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187.5,0,0,0,0,3885
1070910,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,0,0,0,0,0,0,0,284,0,0,0,679
1070980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1693.5,0,0,0,7200,12000,17506.5
1071040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,988,2950,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5918
1071190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3540,0,0,0,0,0,0,0,0,0,3540
1071470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,150
1071660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1071820,445.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,445.25
1071880,2520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3437
1071940,0,0,0,355,0,0,0,0,0,3005,2885,297,0,1084.5,130,3040,1637,1520,1520,1900,1520,1480.5,3090,0,2328.25,0,0,900,0,0,0,0,1021.5,0,0,0,0,27713.75
1072320,0,1080,0,837,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8505,0,0,0,2900,0,0,0,0,1001.25,0,945,0,945,16513.25
1072620,0,0,0,0,2889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,0,0,0,0,0,0,0,0,0,3064
1072770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1073030,0,0,0,0,0,0,1102.5,0,0,0,0,0,0,0,0,0,0,0,0,49,0,139.75,0,0,0,0,0,220.4,0,0,569.5,0,769,314.1,0,652,266,4082.25
1073060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,0,0,0,288
1073240,0,0,0,0,0,0,0,0,0,0,2675,3800,0,0,0,0,0,0,0,0,0,0,0,3800,1900,0,0,0,0,0,0,0,0,0,1015,1900,1900,16990
1073290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5655.93,3000,14273.5,10046,4652,5594,670,0,0,0,0,0,0,0,0,0,0,0,43891.43
1073350,0,0,0,0,0,0,0,0,0,0,0,0,0,685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395,0,0,0,0,0,0,1080
1073490,0,0,0,0,0,0,12653,40373.11,0,0,0,0,0,0,3500,0,0,0,0,0,2589,0,895,0,564,0,0,0,0,0,0,0,0,0,2400,6565,0,69539.11
1073570,0,0,0,0,975,1300,2513.76,0,0,0,0,4790.7,0,0,0,0,0,0,2355,4500,1250,4075,2760,3960,-50,3550,650,1525,1250,13280,950,0,1900,9895,950,1140,0,63519.46
1073590,0,0,0,0,0,0,0,1920,0,0,0,1209.38,0,0,1640.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3613.5,2695.5,0,2997,0,0,0,0,14075.53
1074230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1074490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1074500,0,0,0,0,0,0,0,0,0,0,0,0,364.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376,376,376,376,376,2244.5
1074647,376,376,376,376,376,376,376,376,376,376,11,376,741,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,0,0,0,0,0,0,0,11093
1074790,0,0,0,0,0,0,0,0,0,0,0,0,139.5,0,0,1605.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310,0,0,0,0,0,0,2055
1075470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10002.5,2520,0,0,-805,805,3970,16492.5
1075590,3490,805,1610,2930,805,1300,3802,805,8752.4,2227.4,805,805,12299,805,805,1610,805,805,0,0,0,0,0,0,8341,8341,12701.5,0,0,0,0,0,0,0,2137.5,0,0,76786.8
1075660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1075780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,295,0,0,0,2550,395,0,295,0,0,125,0,0,0,3730
1075840,429,2348,0,0,0,0,0,0,112.5,0,0,0,1017.7,978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4885.2
1076080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1150,1150,1150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3450
1076130,0,0,0,0,0,250,0,0,0,0,0,0,275,1400,0,0,0,0,1541,845,550,275,0,0,0,0,0,0,0,0,0,3125,3125,0,0,0,0,11386
1076310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1076810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,0,0,0,0,0,0,0,1851,0,0,0,0,0,0,0,0,0,0,0,0,0,2035
1076920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1076950,0,0,0,0,0,0,0,2890,0,0,0,0,0,0,0,0,0,0,0,9400,42050,9400,9400,9400,9400,-42200,54280,54280,54280,50410,58150,48750,48750,44880,52620,10590,-6600,520130
1077280,27230,23360,31100,23360,26360,26360,19760,14680,24840,3605,610,15585,12590,12590,12590,12590,12590,2995,0,0,0,0,0,0,0,0,0,0,3118,0,0,0,0,0,0,0,0,305913
1077440,0,0,3201,0,0,0,0,0,0,0,0,0,0,800,2400,0,0,0,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6836
1077520,265.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,1685,0,0,0,0,0,0,0,0,0,1355,0,0,0,0,0,0,0,3540.5
1078450,570,0,0,4042.5,0,0,0,0,793.6,0,0,0,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5681.1
1078480,0,0,0,0,0,0,0,0,230,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1025,0,0,0,0,0,0,0,0,0,0,0,2555
1078700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9600,9600,9600,9600,22250.53,60650.53
1078800,15491,9600,19200,9600,9838,9600,9600,9600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92529
1078900,0,0,0,0,0,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1620
1079090,0,5100,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8100
1079140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-472.5,945,0,0,0,0,0,0,162.99,804.75,945,1066.5,0,0,5669.5,0,0,8610.5,4241.5,0,0,21973.24
1079460,2700,212.5,1062.5,2830.5,0,975,0,0,9584.05,6186,7111,3568,6873,6768,4280.1,20077,17986.37,25284.5,33456.75,36296.13,10830,10748.7,7875,9452.1,9755,15838,7087,11533.5,5463.5,19072.5,25382.5,17253.5,6163.89,13017.5,27273.2,37672.7,5525,425194.99
1080110,5785,4487.5,4919.5,13586.5,5993.5,4591.5,0,0,0,1674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41037.5
1080590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201.5,0,0,0,0,0,0,0,0,0,0,0,235,0,0,0,0,0,0,0,0,0,0,436.5
1080830,0,0,0,0,0,-4009.5,9779.5,4345,1375,1375,1375,1375,1375,0,0,0,-2900,2900,2900,2900,4612,2900,2900,2900,2900,0,2900,2900,2900,2900,2900,0,0,0,0,0,0,53502
1081050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1071,1600,2671
1081140,0,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209.25,0,1809.25
1081390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1980,0,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,3960
1081500,0,5598,9236,7417,7417,7417,6437,10357,6437,9236,6578,11055,11723,14200,14546,12381,14341,12381,14341,16301,12381,14341,13220,13361,16019,12381,14546,12381,14341,12381,16201,14241,12281,14241,13120,13261,15919,432015
1081830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240
1081980,0,0,0,0,0,0,0,0,0,1418,0,0,0,0,0,0,0,0,0,0,0,800,800,0,0,0,0,0,0,0,0,0,0,1067,800,0,0,4885
1081990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4144,0,0,0,0,0,0,0,0,0,0,0,0,0,5240,9384
1082270,0,0,0,2245.5,2245.5,0,0,0,0,0,0,0,0,0,16145,6350,0,2754,5376,0,0,3380,5508,0,0,3400,0,0,0,15713.2,2564,4400,0,0,11540,600,0,82221.2
1082320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1082380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4750
1082460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8462,0,0,0,0,0,0,0,0,0,0,0,0,0,8462
1082940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,562.5,1125,1125,0,0,0,0,0,795,795,795,2385,2385,2385,2385,14737.5
1083220,7665,2385,2385,2385,2385,2385,2385,2385,2385,1455,8395,9105,11010,1590,2385,0,0,0,0,0,0,0,0,0,0,0,0,0,2900,0,0,0,0,0,0,0,0,63585
1083570,0,6600,0,0,0,0,0,2985,2995,2995,2995,2995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1236.75,8212.5,0,0,4710.25,0,0,0,0,35724.5
1084020,0,0,1602,570.13,0,2997,208.98,369.5,0,0,0,0,0,955,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6817.61
1084150,0,0,0,0,0,0,1775,0,0,0,7625.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,531,0,0,2200,0,0,0,0,0,0,315,12446.13
1084250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0,1140,9535,0,0,0,0,0,0,0,0,0,10799
1084290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5500,0,0,0,0,0,0,0,0,0,0,0,1250,0,0,0,0,6750
1084710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750,0,0,0,0,0,0,0,0,0,0,0,0,750
1084850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1985,0,0,0,0,0,0,0,1985
1085000,0,0,0,3710,1350,1350,0,0,0,0,0,0,0,0,0,1235,1350,1350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10345
1085350,0,0,0,3372.25,0,0,0,0,0,0,0,0,0,0,0,2975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6347.25
1085540,0,0,0,0,0,0,0,0,0,0,0,0,0,3190,0,0,0,0,0,0,0,0,0,0,0,0,0,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,21190
1085737,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,2619.64,2444,0,6700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40563.64
1085760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1085980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,565,0,0,0,0,0,0,0,0,0,0,0,0,565
1086170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,620,0,0,0,0,2490,0,0,0,0,0,3110
1086230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3271,0,0,0,0,0,0,0,0,0,0,6089,0,0,0,0,0,0,1435.5,0,0,0,10795.5
1086260,0,2850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,331.88,0,125,0,0,0,0,0,0,0,0,0,0,3449.88
1086520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,234
1086570,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117
1086730,0,0,0,0,0,0,0,0,0,0,0,0,0,425,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,850
1086960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1087070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1087120,0,0,0,125,0,0,0,7380,14107.5,5355,0,15424,2995,2995,2995,9665,8250,6670,6670,2394,2580,0,0,0,0,0,0,0,0,0,0,0,765,6025.5,0,0,0,94396
1087480,7600,8600,0,0,0,0,805.5,0,0,0,3096,0,2790,2848.5,5107.5,0,3577.5,0,0,0,0,0,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34632
1087600,0,0,0,0,0,0,10307.5,-8310.4,11071.45,9543.4,9137.5,10479.4,20310.8,14024.5,868.5,19141,25130,13705,15140.76,4567.5,22887.5,11244,18873.6,22851.5,22586,15318.5,16109.1,12172.5,13903.2,12172.5,3035,10708.55,19809.25,2485.83,33077.45,14399.57,16853.6,423604.56
1087660,41733.1,8976.4,17178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67887.5
1087710,0,0,0,0,0,0,0,0,0,0,0,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375
1087950,0,0,0,0,0,0,0,0,0,0,875,0,0,0,-1120,2240,0,0,0,0,0,0,0,769.5,0,0,0,0,0,0,0,0,0,0,0,789.75,531,4085.25
1088110,0,4522,2926,0,0,0,0,0,242,0,0,0,9559.93,3375.07,1976,0,325,0,0,0,0,0,0,0,0,0,341.51,444.72,0,0,0,350,0,0,0,0,0,24062.23
1088330,0,0,0,0,0,0,0,605,0,0,0,0,0,0,0,0,395,0,0,480,0,0,0,0,0,0,0,790,0,0,0,0,790,0,0,0,0,3060
1088450,0,2405,0,285,0,0,0,0,0,0,325,0,0,0,0,243,0,0,0,0,0,104,0,0,0,0,0,0,0,0,340,0,0,0,0,0,0,3702
1088660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1388,998,998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23855,25187,52426
1088900,-331.1,0,7762.5,17439.3,17249.8,6790.45,23770,6320,16750,11681,6632,2379,458,10462,3588,340,0,710,1838,0,1167,6224,4688,4940,2290,1950,1950,1950,9750,15530,10011.43,15950,13250,16200,0,0,0,239689.38
1089040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11000,2200,6600,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0,0,100,0,20060
1089140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,585,585
1089300,0,0,0,0,0,0,0,2850,2850,0,0,0,0,0,0,0,0,0,2671,5342,2671,0,0,0,0,0,0,0,0,0,0,3837.4,3837.4,3837.4,7674.8,3837.4,5410.4,44818.8
1089390,8170.4,8170.4,2234.9,10873.9,10710.9,5815.9,7794.4,5815.9,9653.3,3837.4,5815.9,5815.9,5537.19,22209.73,9348.19,8983.19,5858.34,5858.35,2424.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144929.07
1090030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1090170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1090250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3703
1090280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550,0,0,0,0,0,0,0,0,0,0,0,0,0,550
1090360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6065,6065,13250,13250,13250,13250,13250,19092.5,8518,0,3925,3490,113405.5
1090405,3490,3490,3490,3275,2150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2205,12000,0,0,0,0,0,30100
1090700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,900,0,1800,900,177.5,900,1800,900,900,900,900,0,1800,12777.5
1091140,900,626.87,0,1800,0,3674,2536.25,4586.25,2536.25,1636.25,3436.25,2656.25,5571.5,2450,3391.25,4332.5,1841.25,2536.25,2536.25,1636.25,4131.25,0,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53108.87
1091330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1091700,0,0,-2200,2200,2200,2200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4400
1091790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5374,5545,11672.5,0,0,495,13108.5,4381.9,787.5,0,0,234,0,0,2695.5,2326.5,0,46620.4
1091880,1135,0,0,0,0,0,320,6631.78,1604,850.5,0,10009.69,3153.5,0,162.5,247.5,247.5,0,0,0,0,1330,0,0,0,0,0,0,0,0,2250,0,0,0,0,0,0,27941.97
1092050,0,0,0,0,0,0,0,0,0,0,0,570,1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,895,0,0,0,0,3365
1092220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300
1092240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,150,150,150,2075,0,0,868.5,295,680,0,0,150,150,4818.5
1092250,0,814,0,0,0,0,0,-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,514
1092380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30460.5,30460.5
1092410,0,0,0,0,0,0,0,0,635.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,635.4
1092480,0,0,0,513,320,0,0,240,0,660,0,2550,0,0,4205,3955.7,2995,4707.75,5893.5,0,0,0,5990,5990,0,0,1071,2695.5,2695.5,0,0,0,0,1750,1750,1750,5881.5,55613.45
1092540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1361,0,0,0,0,0,0,0,0,0,0,0,0,0,1361
1092580,0,0,0,0,0,0,0,0,0,2510,2510,5020,4692,4692,4692,4692,4692,4692,4692,4692,4692,6874,7202,2911,7202,4375,4375,9240,7160,7160,7160,11535,2785,5295,7805,5295,5295,153937
1092600,5295,5295,2510,5020,2510,0,2510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,24140
1092720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1092800,2200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4314,0,1111.5,0,5400,0,21000,5400,0,0,0,0,0,0,39425.5
1092900,0,0,0,0,0,0,0,0,152.5,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,371.5
1092960,0,0,0,0,1760,1104,5385,112.5,0,0,0,345,1270,810,0,4217,0,0,1611,0,2425.5,0,0,728,410,6181.65,0,9207.5,0,1780,7081.5,1695,0,0,0,0,0,46123.65
1093050,2800,0,8475,1920,0,0,0,0,0,0,0,0,0,375,2445,1690,1690,1690,2010,1690,3380,2390,1690,1690,3640,1815,1690,4984,1604,3294,3669,3294,5359,4826.61,7236.39,7349,5625,88321
1093120,5625,3935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2316.56,1250,0,0,0,0,0,0,0,0,0,0,0,13126.56
1093470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2500,9750,7250
1093720,6453,0,0,0,6010.2,16686.17,32677.65,174956.29,160912.91,52627.95,51930,0,135,0,0,0,0,14146.4,6720,4750,1407,6531,0,2635.85,2201.1,9640.6,8710.8,8710.8,0,0,-216.75,-4662.25,7124.7,5207.25,2279,659,0,578233.67
